PharmaName,GEOID,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,TotalWomen
RITE AID - 11316,222690137218,751.0,371.0,132.0,239.0,288.0,403.0,657.0,510.0,926.0,814.0,5091.0
RITE AID - 11319,37067003308,305.0,45.0,38.0,0.0,160.0,155.0,267.0,302.0,333.0,332.0,1937.0
RITE AID - 11321,74134006709,167.0,51.0,51.0,170.0,180.0,223.0,160.0,330.0,375.0,207.0,1914.0
RITE AID - 11322,37081016003,146.0,33.0,0.0,6.0,43.0,145.0,139.0,101.0,334.0,151.0,1098.0
RITE AID - 11324,37067000802,68.0,289.0,90.0,73.0,47.0,25.0,88.0,78.0,82.0,73.0,913.0
RITE AID - 11325,37067003314,93.0,39.0,0.0,20.0,83.0,72.0,74.0,90.0,96.0,96.0,663.0
RITE AID - 11326,37059080301,174.0,11.0,0.0,0.0,0.0,22.0,55.0,142.0,195.0,198.0,797.0
RITE AID - 11327,37151030201,84.0,0.0,0.0,12.0,40.0,77.0,65.0,215.0,71.0,69.0,633.0
RITE AID - 11328,37081011201,47.0,347.0,263.0,53.0,428.0,121.0,109.0,29.0,0.0,91.0,1488.0
RITE AID - 11331,148349013114,302.0,38.0,114.0,122.0,116.0,454.0,465.0,734.0,535.0,353.0,3233.0
RITE AID - 11332,37001021703,28.0,83.0,21.0,54.0,237.0,253.0,295.0,379.0,181.0,367.0,1898.0
RITE AID - 11333,37003040200,135.0,35.0,28.0,8.0,75.0,67.0,72.0,68.0,76.0,172.0,736.0
RITE AID - 11334,148300105003,227.0,142.0,127.0,181.0,256.0,653.0,510.0,730.0,537.0,586.0,3949.0
RITE AID - 11335,37057060304,192.0,46.0,0.0,0.0,13.0,132.0,59.0,101.0,92.0,114.0,749.0
RITE AID - 11338,37067002605,0.0,0.0,0.0,22.0,17.0,30.0,53.0,54.0,36.0,190.0,402.0
RITE AID - 11339,74190970901,77.0,38.0,36.0,40.0,63.0,189.0,205.0,290.0,178.0,329.0,1445.0
RITE AID - 11340,37057061102,50.0,73.0,42.0,0.0,21.0,63.0,91.0,235.0,155.0,151.0,881.0
RITE AID - 11341,37157041601,50.0,0.0,19.0,12.0,2.0,70.0,117.0,142.0,128.0,166.0,706.0
RITE AID - 11342,185521162916,504.0,370.0,74.0,134.0,355.0,687.0,689.0,504.0,780.0,727.0,4824.0
RITE AID - 11347,37081012505,91.0,60.0,0.0,0.0,0.0,44.0,60.0,148.0,120.0,241.0,764.0
RITE AID - 11348,37001021102,16.0,132.0,12.0,9.0,123.0,127.0,144.0,150.0,93.0,84.0,890.0
RITE AID - 11350,37081012612,124.0,50.0,59.0,19.0,56.0,193.0,291.0,151.0,89.0,189.0,1221.0
RITE AID - 11354,74148012910,64.0,95.0,0.0,20.0,34.0,212.0,142.0,358.0,178.0,256.0,1359.0
RITE AID - 11355,111149040012,196.0,855.0,632.0,277.0,556.0,476.0,484.0,492.0,449.0,214.0,4631.0
RITE AID - 11356,74162031712,99.0,38.0,0.0,55.0,53.0,295.0,319.0,449.0,160.0,308.0,1776.0
RITE AID - 11357,37183054109,70.0,24.0,0.0,10.0,67.0,42.0,204.0,105.0,157.0,147.0,826.0
RITE AID - 11359,111549160034,301.0,137.0,178.0,195.0,361.0,758.0,387.0,600.0,715.0,530.0,4162.0
RITE AID - 11360,37195000601,147.0,3.0,1.0,73.0,117.0,236.0,233.0,207.0,76.0,135.0,1228.0
RITE AID - 11361,37183054502,111.0,35.0,0.0,0.0,41.0,88.0,193.0,92.0,43.0,213.0,816.0
RITE AID - 11362,37183052407,30.0,6.0,29.0,18.0,107.0,401.0,193.0,234.0,34.0,91.0,1143.0
RITE AID - 11363,37183052401,22.0,699.0,285.0,292.0,580.0,469.0,335.0,207.0,101.0,106.0,3096.0
RITE AID - 11364,37183053518,243.0,82.0,8.0,0.0,9.0,89.0,110.0,154.0,183.0,187.0,1065.0
RITE AID - 11365,222522030925,638.0,215.0,100.0,86.0,545.0,1420.0,1706.0,1380.0,1116.0,1248.0,8454.0
RITE AID - 11369,37101041003,51.0,53.0,0.0,0.0,94.0,173.0,111.0,79.0,264.0,221.0,1046.0
RITE AID - 11370,37077970702,24.0,30.0,18.0,33.0,45.0,55.0,29.0,33.0,90.0,62.0,419.0
RITE AID - 11372,74378054933,83.0,82.0,75.0,27.0,94.0,363.0,188.0,451.0,357.0,281.0,2001.0
RITE AID - 11373,260175255284,456.0,154.0,57.0,134.0,292.0,555.0,530.0,642.0,834.0,819.0,4473.0
RITE AID - 11374,148440147828,606.0,83.0,104.0,124.0,298.0,592.0,479.0,683.0,881.0,715.0,4565.0
RITE AID - 11375,37191001103,43.0,24.0,41.0,8.0,79.0,237.0,70.0,0.0,12.0,178.0,692.0
RITE AID - 11377,37191002000,1.0,0.0,23.0,5.0,0.0,79.0,18.0,0.0,0.0,1.0,127.0
RITE AID - 11378,37181960902,100.0,0.0,23.0,23.0,0.0,70.0,97.0,0.0,133.0,29.0,475.0
RITE AID - 11379,111467147034,228.0,178.0,13.0,0.0,274.0,480.0,269.0,406.0,538.0,273.0,2659.0
RITE AID - 11380,37069060404,37.0,2.0,12.0,0.0,0.0,13.0,113.0,152.0,66.0,10.0,405.0
RITE AID - 11381,37183054019,125.0,159.0,0.0,0.0,43.0,80.0,155.0,117.0,208.0,249.0,1136.0
RITE AID - 11384,37183053804,86.0,25.0,0.0,0.0,27.0,26.0,52.0,93.0,138.0,130.0,577.0
RITE AID - 11389,37183053604,98.0,111.0,9.0,31.0,61.0,33.0,70.0,147.0,101.0,275.0,936.0
RITE AID - 11390,74366106819,134.0,320.0,0.0,8.0,428.0,289.0,385.0,271.0,417.0,267.0,2519.0
RITE AID - 11391,37183053603,108.0,28.0,24.0,40.0,45.0,47.0,145.0,124.0,158.0,385.0,1104.0
RITE AID - 11392,74366108119,164.0,94.0,42.0,72.0,333.0,419.0,305.0,467.0,407.0,334.0,2637.0
RITE AID - 11394,148732214242,402.0,279.0,52.0,46.0,457.0,597.0,413.0,383.0,368.0,681.0,3678.0
RITE AID - 11395,185769232032,392.0,268.0,34.0,129.0,591.0,1213.0,981.0,1253.0,855.0,1091.0,6807.0
RITE AID - 11396,185555114379,310.0,143.0,140.0,41.0,196.0,797.0,1110.0,967.0,1289.0,682.0,5675.0
RITE AID - 11400,74366107939,299.0,30.0,100.0,24.0,106.0,303.0,311.0,567.0,544.0,464.0,2748.0
RITE AID - 11401,222796239316,399.0,114.0,0.0,79.0,811.0,883.0,1493.0,922.0,770.0,763.0,6234.0
RITE AID - 11402,74198011908,290.0,15.0,0.0,83.0,280.0,152.0,328.0,370.0,463.0,305.0,2286.0
RITE AID - 11403,37183053902,67.0,18.0,0.0,0.0,25.0,101.0,187.0,187.0,302.0,139.0,1026.0
RITE AID - 11404,37063001806,352.0,183.0,0.0,0.0,53.0,54.0,269.0,279.0,319.0,308.0,1817.0
RITE AID - 11406,74198012727,26.0,31.0,114.0,21.0,199.0,722.0,471.0,469.0,114.0,266.0,2433.0
RITE AID - 11408,185819185654,469.0,702.0,342.0,330.0,426.0,328.0,387.0,612.0,976.0,944.0,5516.0
RITE AID - 11410,37065021100,78.0,0.0,7.0,0.0,61.0,187.0,159.0,151.0,83.0,108.0,834.0
RITE AID - 11411,74192030601,87.0,90.0,6.0,2.0,203.0,184.0,433.0,165.0,285.0,467.0,1922.0
RITE AID - 11414,37147000902,101.0,43.0,82.0,0.0,43.0,92.0,135.0,102.0,153.0,95.0,846.0
RITE AID - 11421,111257051400,332.0,121.0,8.0,145.0,494.0,472.0,234.0,342.0,375.0,338.0,2861.0
RITE AID - 11425,111537004205,309.0,80.0,71.0,97.0,68.0,418.0,291.0,210.0,250.0,303.0,2097.0
RITE AID - 11426,148686041708,133.0,154.0,71.0,27.0,184.0,464.0,532.0,359.0,453.0,474.0,2851.0
RITE AID - 11430,37167931204,44.0,13.0,0.0,0.0,40.0,67.0,0.0,59.0,0.0,47.0,270.0
RITE AID - 11432,111309042520,282.0,253.0,74.0,42.0,259.0,523.0,475.0,261.0,394.0,331.0,2894.0
RITE AID - 11435,37119006214,116.0,17.0,0.0,0.0,13.0,103.0,219.0,110.0,132.0,250.0,960.0
RITE AID - 11436,37119005525,51.0,0.0,117.0,0.0,35.0,173.0,268.0,110.0,112.0,138.0,1004.0
RITE AID - 11440,37109071001,133.0,60.0,0.0,35.0,56.0,139.0,119.0,150.0,218.0,218.0,1128.0
RITE AID - 11443,111388904004,70.0,20.0,12.0,0.0,227.0,548.0,357.0,112.0,46.0,194.0,1586.0
RITE AID - 11446,148428048342,144.0,103.0,61.0,84.0,375.0,677.0,791.0,438.0,680.0,554.0,3907.0
RITE AID - 11454,37119005712,64.0,11.0,41.0,0.0,42.0,189.0,114.0,82.0,152.0,135.0,830.0
RITE AID - 11455,148716082137,783.0,385.0,51.0,61.0,287.0,582.0,524.0,584.0,901.0,716.0,4874.0
RITE AID - 11456,37179021016,157.0,248.0,0.0,0.0,108.0,48.0,62.0,68.0,348.0,320.0,1359.0
RITE AID - 11459,74116981705,161.0,19.0,28.0,0.0,197.0,151.0,257.0,197.0,290.0,334.0,1634.0
RITE AID - 11461,74160961001,152.0,78.0,41.0,10.0,127.0,278.0,154.0,360.0,228.0,165.0,1593.0
RITE AID - 11464,37071031001,0.0,36.0,33.0,0.0,16.0,162.0,74.0,72.0,89.0,120.0,602.0
RITE AID - 11467,74238001102,15.0,25.0,0.0,18.0,222.0,555.0,361.0,233.0,54.0,140.0,1623.0
RITE AID - 11468,37071031706,31.0,0.0,0.0,0.0,19.0,42.0,102.0,7.0,16.0,99.0,316.0
RITE AID - 11469,37119001918,8.0,113.0,0.0,38.0,89.0,379.0,389.0,128.0,210.0,33.0,1387.0
RITE AID - 11470,185547045823,239.0,306.0,43.0,21.0,354.0,994.0,364.0,462.0,655.0,545.0,3983.0
RITE AID - 11471,37119005719,66.0,94.0,0.0,0.0,58.0,32.0,97.0,109.0,74.0,135.0,665.0
RITE AID - 11472,111309043521,71.0,288.0,143.0,179.0,117.0,179.0,295.0,233.0,299.0,181.0,1985.0
RITE AID - 11473,111369056414,135.0,50.0,144.0,69.0,403.0,510.0,257.0,360.0,344.0,374.0,2646.0
RITE AID - 11474,185595023066,629.0,122.0,248.0,22.0,773.0,1952.0,762.0,721.0,708.0,818.0,6755.0
RITE AID - 11477,185595023372,227.0,149.0,22.0,58.0,425.0,622.0,737.0,708.0,806.0,579.0,4333.0
RITE AID - 11478,259785055439,412.0,202.0,109.0,40.0,254.0,718.0,1502.0,776.0,766.0,1105.0,5884.0
RITE AID - 11481,37119001400,0.0,140.0,8.0,11.0,137.0,352.0,283.0,194.0,52.0,103.0,1280.0
RITE AID - 11484,74190035615,597.0,31.0,0.0,85.0,269.0,361.0,478.0,412.0,433.0,327.0,2993.0
RITE AID - 11486,37119003106,110.0,8.0,76.0,0.0,146.0,350.0,198.0,272.0,211.0,110.0,1481.0
RITE AID - 11490,74286932824,227.0,79.0,90.0,12.0,133.0,111.0,285.0,410.0,291.0,128.0,1766.0
RITE AID - 11491,37071033400,28.0,53.0,4.0,17.0,14.0,132.0,93.0,37.0,51.0,91.0,520.0
RITE AID - 11492,37119005534,0.0,0.0,71.0,118.0,269.0,361.0,479.0,141.0,93.0,34.0,1566.0
RITE AID - 11493,185547053545,256.0,81.0,174.0,199.0,400.0,917.0,568.0,745.0,593.0,614.0,4547.0
RITE AID - 11494,148284124711,140.0,45.0,22.0,64.0,55.0,198.0,209.0,225.0,233.0,480.0,1671.0
RITE AID - 11495,111169090927,291.0,166.0,21.0,105.0,120.0,349.0,397.0,404.0,414.0,400.0,2667.0
RITE AID - 11497,37119003022,27.0,41.0,0.0,21.0,0.0,21.0,271.0,99.0,43.0,313.0,836.0
RITE AID - 11499,37119005867,0.0,9.0,9.0,0.0,32.0,250.0,123.0,260.0,103.0,96.0,882.0
RITE AID - 11502,74102004600,89.0,37.0,116.0,0.0,96.0,176.0,124.0,169.0,99.0,133.0,1039.0
RITE AID - 11503,37051003313,95.0,39.0,0.0,89.0,74.0,554.0,237.0,390.0,230.0,240.0,1948.0
RITE AID - 11505,37051000702,39.0,15.0,15.0,19.0,29.0,18.0,58.0,75.0,89.0,69.0,426.0
RITE AID - 11507,111153007411,160.0,202.0,91.0,105.0,300.0,698.0,727.0,416.0,294.0,394.0,3387.0
RITE AID - 11509,37061090402,0.0,24.0,0.0,24.0,4.0,0.0,47.0,98.0,201.0,99.0,497.0
RITE AID - 11510,37125950304,12.0,0.0,0.0,0.0,111.0,25.0,0.0,46.0,42.0,18.0,254.0
RITE AID - 11512,74330020801,121.0,122.0,134.0,80.0,210.0,191.0,244.0,243.0,117.0,247.0,1709.0
RITE AID - 11514,74214022603,80.0,19.0,32.0,0.0,205.0,153.0,227.0,158.0,78.0,210.0,1162.0
RITE AID - 11516,37093970202,127.0,65.0,47.0,82.0,105.0,121.0,176.0,149.0,88.0,98.0,1058.0
RITE AID - 11517,37051002504,198.0,78.0,34.0,79.0,113.0,290.0,294.0,321.0,264.0,198.0,1869.0
RITE AID - 11518,148503802812,218.0,51.0,42.0,6.0,387.0,683.0,224.0,834.0,181.0,567.0,3193.0
RITE AID - 11519,37129011502,45.0,2001.0,540.0,349.0,114.0,118.0,0.0,43.0,18.0,15.0,3243.0
RITE AID - 11521,37129010700,28.0,26.0,134.0,15.0,109.0,207.0,124.0,58.0,131.0,131.0,963.0
RITE AID - 11522,37129010503,0.0,15.0,0.0,0.0,51.0,388.0,38.0,46.0,91.0,50.0,679.0
RITE AID - 11527,74148032107,47.0,72.0,145.0,175.0,292.0,438.0,213.0,330.0,394.0,75.0,2181.0
RITE AID - 11532,185361915709,174.0,114.0,104.0,47.0,618.0,954.0,1145.0,335.0,233.0,167.0,3891.0
RITE AID - 11533,74063941003,0.0,0.0,37.0,7.0,204.0,39.0,43.0,38.0,26.0,82.0,476.0
RITE AID - 11534,222499233223,318.0,287.0,196.0,285.0,434.0,790.0,684.0,400.0,627.0,503.0,4524.0
RITE AID - 11535,74266004501,217.0,165.0,33.0,266.0,257.0,373.0,221.0,417.0,309.0,220.0,2478.0
RITE AID - 11536,37133001700,59.0,69.0,62.0,7.0,96.0,53.0,74.0,59.0,33.0,38.0,550.0
RITE AID - 11540,111389922705,202.0,31.0,0.0,375.0,217.0,455.0,270.0,345.0,463.0,260.0,2618.0
RITE AID - 11542,37035010101,111.0,25.0,0.0,62.0,45.0,156.0,259.0,44.0,122.0,142.0,966.0
RITE AID - 11543,111081052607,308.0,262.0,87.0,2.0,248.0,911.0,830.0,529.0,285.0,476.0,3938.0
RITE AID - 11544,37011930301,66.0,2.0,0.0,5.0,4.0,101.0,94.0,56.0,157.0,107.0,592.0
RITE AID - 11545,74201850803,125.0,203.0,254.0,233.0,123.0,357.0,264.0,98.0,300.0,325.0,2282.0
RITE AID - 11546,37171930901,141.0,0.0,24.0,50.0,91.0,61.0,97.0,144.0,102.0,100.0,810.0
RITE AID - 11547,74194120702,154.0,62.0,63.0,46.0,93.0,295.0,191.0,289.0,403.0,177.0,1773.0
RITE AID - 11552,37023020500,121.0,44.0,0.0,0.0,39.0,41.0,155.0,105.0,79.0,26.0,610.0
RITE AID - 11555,111063002301,157.0,226.0,57.0,444.0,220.0,565.0,130.0,155.0,319.0,407.0,2680.0
RITE AID - 11556,111129926305,104.0,185.0,26.0,60.0,165.0,243.0,170.0,228.0,223.0,337.0,1741.0
RITE AID - 11558,111196902903,110.0,37.0,53.0,40.0,135.0,237.0,272.0,160.0,199.0,162.0,1405.0
RITE AID - 11559,111341811903,193.0,142.0,0.0,124.0,331.0,255.0,332.0,441.0,152.0,180.0,2150.0
RITE AID - 11562,37089930201,16.0,16.0,57.0,0.0,11.0,126.0,63.0,104.0,245.0,60.0,698.0
RITE AID - 11563,74135882103,134.0,213.0,71.0,101.0,156.0,259.0,461.0,404.0,154.0,412.0,2365.0
RITE AID - 11565,37021002204,124.0,52.0,0.0,66.0,57.0,152.0,631.0,355.0,305.0,373.0,2115.0
RITE AID - 4757,37057062002,117.0,12.0,12.0,23.0,27.0,96.0,88.0,119.0,56.0,230.0,780.0
ROCKY POINT PAVILION PHARMACY,185599673113,358.0,260.0,72.0,146.0,203.0,710.0,679.0,650.0,729.0,635.0,4442.0
RURAL HEALTH GROUP AT TWIN COUNTY,74167861701,48.0,153.0,20.0,108.0,82.0,160.0,317.0,174.0,112.0,197.0,1371.0
RX CLINIC PHARMACY,148476013546,56.0,109.0,40.0,6.0,88.0,329.0,727.0,417.0,212.0,277.0,2261.0
RXCARE INCORPORATED,37171931200,48.0,9.0,46.0,30.0,106.0,110.0,82.0,161.0,102.0,169.0,863.0
SALEMBURG PHARMACY,37061090302,145.0,0.0,81.0,0.0,95.0,133.0,0.0,63.0,55.0,83.0,655.0
SAM'S CLUB - 4797,185412054431,339.0,139.0,85.0,153.0,279.0,300.0,338.0,409.0,713.0,579.0,3334.0
SAM'S CLUB - 4798,148408982714,336.0,195.0,191.0,22.0,252.0,357.0,322.0,514.0,617.0,408.0,3214.0
SAM'S CLUB - 4831,37063001304,47.0,82.0,0.0,0.0,8.0,132.0,156.0,55.0,49.0,11.0,540.0
SAM'S CLUB - 4950,74179862701,155.0,62.0,0.0,13.0,8.0,108.0,360.0,132.0,202.0,146.0,1186.0
SAM'S CLUB - 6402,37081012618,34.0,145.0,393.0,253.0,241.0,220.0,158.0,191.0,132.0,110.0,1877.0
SAM'S CLUB - 6452,37021003103,15.0,26.0,0.0,0.0,56.0,56.0,27.0,63.0,48.0,30.0,321.0
SAM'S CLUB - 6570,111549157708,245.0,7.0,0.0,39.0,200.0,643.0,369.0,480.0,361.0,503.0,2847.0
SAM'S CLUB - 6573,37133001303,0.0,172.0,0.0,0.0,0.0,102.0,28.0,33.0,81.0,59.0,475.0
SAM'S CLUB - 8129,74258020704,47.0,202.0,481.0,328.0,835.0,651.0,429.0,222.0,269.0,144.0,3608.0
SAM'S CLUB - 8223,334419430071,957.0,363.0,196.0,168.0,1154.0,1501.0,1933.0,1637.0,1697.0,1826.0,11432.0
SAM'S DRUG STORE,37155962002,52.0,17.0,26.0,6.0,45.0,111.0,119.0,69.0,105.0,129.0,679.0
SAMS PHARMACY,148483052413,559.0,182.0,45.0,217.0,165.0,449.0,504.0,788.0,563.0,475.0,3947.0
SANDHILLS PHARMACY,148323782503,224.0,158.0,75.0,148.0,183.0,427.0,338.0,454.0,318.0,509.0,2834.0
SCOTT COMMUNITY HEALTH CENTER,111285086004,174.0,53.0,88.0,46.0,129.0,517.0,441.0,388.0,263.0,395.0,2494.0
SEA LEVEL PHARMACY,37031970101,0.0,0.0,1.0,0.0,6.0,57.0,0.0,29.0,2.0,38.0,133.0
SEASHORE DISCOUNT DRUGS,37129010900,46.0,2.0,13.0,24.0,144.0,141.0,76.0,65.0,35.0,102.0,648.0
SEASHORE DRUGS,111058031129,50.0,12.0,10.0,75.0,11.0,6.0,9.0,209.0,40.0,58.0,480.0
SEASHORE DURGS,148076081548,63.0,31.0,16.0,0.0,7.0,31.0,89.0,64.0,85.0,194.0,580.0
SENTRY DRUG CENTER,148518979138,396.0,66.0,41.0,0.0,129.0,289.0,220.0,444.0,578.0,361.0,2524.0
SERVANT PHARMACY,37037020202,0.0,0.0,0.0,0.0,20.0,197.0,117.0,20.0,41.0,143.0,538.0
SERVICE DRUG STORE,37117970100,20.0,140.0,3.0,47.0,28.0,123.0,105.0,65.0,69.0,48.0,648.0
SEYMOUR JOHNSON AIR FORCE BASE - 4TH MEDICAL GROUP-DOD,185737055803,165.0,213.0,23.0,110.0,374.0,391.0,756.0,231.0,565.0,704.0,3532.0
SHELBY DRUGSTORE,37045950900,95.0,0.0,0.0,54.0,10.0,8.0,140.0,138.0,9.0,69.0,523.0
SHELTON PHARMACY COMPOUNDING SPECIALISTS,37161960503,12.0,0.0,0.0,0.0,0.0,57.0,0.0,78.0,51.0,25.0,223.0
SILER CITY PHARMACY,74302061503,264.0,16.0,150.0,25.0,59.0,260.0,281.0,203.0,310.0,193.0,1761.0
SMITH'S DRUGS OF FOREST CITY,37161960800,83.0,62.0,51.0,10.0,16.0,261.0,279.0,142.0,141.0,118.0,1163.0
SNEADS FERRY FAMILY PHARMACY,37133990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH COURT DRUG COMPANY,74002041802,11.0,169.0,32.0,14.0,173.0,415.0,206.0,272.0,196.0,266.0,1754.0
SOUTHEAST FAMILY PHARMACY,185659152801,281.0,259.0,279.0,126.0,306.0,641.0,823.0,496.0,440.0,557.0,4208.0
SOUTHERN PHARMACY SERVICES,74116961604,61.0,60.0,0.0,0.0,89.0,57.0,172.0,83.0,135.0,197.0,854.0
SOUTHMONT PHARMACY,37151030202,16.0,41.0,22.0,29.0,56.0,200.0,118.0,102.0,105.0,104.0,793.0
SOUTHSIDE HEALTH MART PHARMACY,74208092206,98.0,109.0,22.0,47.0,135.0,357.0,248.0,181.0,310.0,337.0,1844.0
SOUTHSIDE PHARMACY,37065020400,93.0,0.0,0.0,0.0,0.0,133.0,108.0,209.0,121.0,96.0,760.0
SPEARS PHARMACY INCORPORATED,37083930400,78.0,25.0,0.0,0.0,63.0,123.0,114.0,126.0,149.0,82.0,760.0
SPINDALE DRUG COMPANY,74323921702,317.0,21.0,13.0,9.0,21.0,310.0,183.0,243.0,78.0,455.0,1650.0
STANDARD DRUG,74211021102,166.0,163.0,190.0,51.0,56.0,335.0,201.0,382.0,332.0,381.0,2257.0
STANELY APOTHECARY,37167930802,130.0,30.0,3.0,2.0,108.0,206.0,97.0,195.0,98.0,145.0,1014.0
STANLEY LONG TERM CARE PHARMACY,111561109130,106.0,134.0,0.0,127.0,338.0,782.0,980.0,207.0,782.0,309.0,3765.0
STEDMAN DRUG CENTER,74102004610,135.0,27.0,41.0,39.0,81.0,296.0,252.0,253.0,210.0,227.0,1561.0
STOKES PHARMACY,37171931001,15.0,51.0,0.0,0.0,62.0,67.0,21.0,22.0,73.0,128.0,439.0
SUMMERFIELD PHARMACY,111269017010,133.0,176.0,80.0,77.0,175.0,307.0,421.0,357.0,431.0,629.0,2786.0
SUN VALLEY PHARMACY,74238011716,179.0,43.0,0.0,0.0,67.0,238.0,165.0,451.0,295.0,384.0,1822.0
SUNSET COMMUNITY PHARMACY,111167103312,375.0,226.0,60.0,211.0,233.0,379.0,399.0,478.0,598.0,710.0,3669.0
SUPER REX DRUGS,222792862810,826.0,396.0,83.0,148.0,347.0,760.0,824.0,769.0,990.0,1062.0,6205.0
SUPERTARGET,594175410673,1370.0,4084.0,1063.0,1071.0,1531.0,2326.0,2278.0,2731.0,2556.0,2055.0,21065.0
SUTTON'S DRUG STORE,37183053718,91.0,7.0,12.0,37.0,18.0,58.0,105.0,152.0,133.0,184.0,797.0
TABLE ROCK PHARMACY,37023020902,51.0,27.0,0.0,51.0,46.0,90.0,76.0,120.0,47.0,114.0,622.0
TARGET,1929754283627,3807.0,2276.0,896.0,1531.0,3892.0,8422.0,7457.0,7078.0,6972.0,7219.0,49550.0
TARHEEL PHARMACY,37139960200,211.0,432.0,151.0,20.0,207.0,155.0,138.0,74.0,84.0,74.0,1546.0
TAS DRUG,74190036327,83.0,0.0,74.0,48.0,154.0,110.0,104.0,133.0,135.0,153.0,994.0
TAYLOE'S HOSPITAL PHARMACY,37013930502,89.0,18.0,31.0,0.0,91.0,162.0,75.0,56.0,142.0,142.0,806.0
TERMINAL DRUG STORE INCORPORATED,37195000401,178.0,126.0,28.0,0.0,201.0,231.0,191.0,75.0,85.0,168.0,1283.0
THE COMPOUNDING PHARMACY,74070021104,126.0,97.0,52.0,31.0,303.0,305.0,161.0,176.0,373.0,251.0,1875.0
THE DRUG STORE,408270246409,994.0,414.0,200.0,355.0,719.0,1300.0,1161.0,1333.0,1820.0,1482.0,9778.0
THE HAWTHORNE PHARMACY,74134002800,105.0,34.0,57.0,55.0,181.0,340.0,491.0,328.0,262.0,205.0,2058.0
THE MEDICAP PHARMACY,37129011608,98.0,66.0,5.0,104.0,189.0,108.0,238.0,247.0,227.0,263.0,1545.0
THE MEDICINE SHOPPE PHARMACY,296873206110,474.0,347.0,238.0,56.0,465.0,981.0,805.0,579.0,777.0,925.0,5647.0
THE OUTER BANKS HOSPITAL,37055970400,14.0,11.0,41.0,5.0,54.0,101.0,28.0,15.0,76.0,67.0,412.0
THE PLAZA PHARMACIST,74366106908,187.0,124.0,39.0,49.0,122.0,369.0,317.0,239.0,294.0,181.0,1921.0
THE PRESCRIPTION CENTER OF LUMBERTON,37155961302,195.0,19.0,65.0,73.0,45.0,189.0,204.0,266.0,168.0,137.0,1361.0
THE PRESCRIPTION SHOPPE,37125950403,62.0,5.0,7.0,0.0,60.0,39.0,87.0,29.0,69.0,74.0,432.0
THE UNIVERSITY OF NORTH CAROLINA HEMOPHILIA TREATMENT CENTER PHARMACY,37135011210,0.0,0.0,0.0,0.0,12.0,143.0,95.0,43.0,94.0,0.0,387.0
THE VILLAGE AT BROOKWOOD,111065045007,386.0,508.0,433.0,450.0,227.0,236.0,117.0,490.0,383.0,749.0,3979.0
THOMAS AND OAKLEY DRUG STORE,37145920400,46.0,40.0,9.0,40.0,83.0,263.0,11.0,27.0,108.0,53.0,680.0
THOMAS DRUG STORE,259815356307,728.0,587.0,190.0,272.0,415.0,1275.0,1371.0,1201.0,1357.0,1194.0,8590.0
THOMPSON PHARMACY,37127010400,44.0,145.0,50.0,34.0,56.0,203.0,43.0,57.0,58.0,200.0,890.0
TODD'S NORTHSIDE PROFESSIONAL PHARMACY INCORPORATED,74193070603,123.0,4.0,45.0,0.0,57.0,295.0,151.0,165.0,120.0,131.0,1091.0
TODD'S PHARMACY INCORPORATED,37143920101,26.0,61.0,0.0,38.0,47.0,125.0,104.0,61.0,81.0,153.0,696.0
TODD'S PHARMACY OF CURRITUCK,111159330505,158.0,138.0,100.0,32.0,211.0,224.0,476.0,278.0,381.0,359.0,2357.0
TODD'S PHARMACY OF GATES COUNTY INCORPORATED,222532111807,201.0,127.0,27.0,106.0,142.0,371.0,259.0,504.0,455.0,423.0,2615.0
TOM JONES DRUG COMPOUNDING HOME MEDICAL AND NUTRITION CENTER,148650200448,552.0,542.0,164.0,14.0,330.0,508.0,890.0,1376.0,983.0,761.0,6120.0
TOWN AND COUNTRY DRUG HEALTH MART PHARMACY,37097060902,99.0,42.0,0.0,6.0,15.0,106.0,14.0,119.0,105.0,138.0,644.0
TOWN CENTER PHARMACY,74251901405,126.0,14.0,2.0,0.0,3.0,20.0,72.0,153.0,244.0,169.0,803.0
TOWNSEND'S PHARMACY,74320970604,160.0,83.0,66.0,79.0,163.0,283.0,228.0,247.0,241.0,256.0,1806.0
TRENT EAST HEALTH MART PHARMACY,74156971604,124.0,53.0,0.0,8.0,51.0,182.0,100.0,245.0,51.0,291.0,1105.0
TRIANGLE PHARMACY AND TRUE VALUE HARDWARE,74318065914,41.0,467.0,356.0,367.0,523.0,228.0,308.0,185.0,81.0,162.0,2718.0
TRINITY INFUSION INCORPORATED,37067003904,97.0,151.0,86.0,0.0,116.0,329.0,285.0,100.0,278.0,295.0,1737.0
TROUTMAN 1ST RX PHARMACY,111375163811,348.0,81.0,109.0,13.0,305.0,294.0,488.0,411.0,341.0,501.0,2891.0
TRYON PHARMACY,74265892302,177.0,89.0,60.0,73.0,49.0,214.0,121.0,172.0,296.0,436.0,1687.0
TURNER'S FAMILY PHARMACY,74227940600,195.0,83.0,18.0,29.0,175.0,212.0,402.0,217.0,141.0,82.0,1554.0
TYRO FAMILY PHARMACY,37159051904,135.0,2.0,0.0,16.0,62.0,267.0,85.0,43.0,81.0,161.0,852.0
